Date,Monthly_Avg_Close,Volatility,Repo
2019-01-01,10804.88858309659,0.03214544141886795,6.5
2019-02-01,10835.955283717105,0.029932592094289962,6.25
2019-03-01,11300.205620659723,0.029600691052334014,6.25
2019-04-01,11666.452765213815,0.03215422519815419,6.0
2019-05-01,11592.022727272728,0.05165589867462218,6.0
2019-06-01,11839.023694490132,0.03521650225016809,5.75
2019-07-01,11523.110903532608,0.03382165794424178,5.75
2019-08-01,10976.49990234375,0.048817895249858946,5.4
2019-09-01,11124.28962787829,0.07560910146148525,5.4
2019-10-01,11482.997275904605,0.03747305211009733,5.15
2019-11-01,11964.13251953125,0.02429081506730494,5.15
2019-12-01,12096.88099888393,0.02568774441348341,5.15
2020-01-01,12183.065132472826,0.03494297685133472,5.15
2020-02-01,11948.821186266447,0.061240699639979856,5.15
2020-03-01,9426.311941964286,0.2335491014897277,4.4
2020-04-01,9063.583333333334,0.13409623178049807,4.4
2020-05-01,9192.013055098685,0.09644889320490987,4.0
2020-06-01,10116.45467862216,0.05709126032183387,4.0
2020-07-01,10897.695694633152,0.04338673583456314,4.0
2020-08-01,11318.566685267857,0.04346823544686898,4.0
2020-09-01,11336.702192826704,0.0548610069595127,4.0
2020-10-01,11789.709495907739,0.0442210158111059,4.0
2020-11-01,12592.957956414473,0.041125635905475244,4.0
2020-12-01,13550.440873579546,0.04109589538953697,4.0
2021-01-01,14284.602490234374,0.04699948532543569,4.0
2021-02-01,14956.842529296875,0.07785570806188964,4.0
2021-03-01,14835.09998139881,0.05738077279240228,4.0
2021-04-01,14613.8525390625,0.0609577665654421,4.0
2021-05-01,14983.525,0.03774139254519688,4.0
2021-06-01,15733.677201704546,0.020014647091304894,4.0
2021-07-01,15783.09765625,0.026030401259643753,4.0
2021-08-01,16470.459449404763,0.026133462430797307,4.0
2021-09-01,17508.614304315477,0.027676848914851882,4.0
2021-10-01,18020.22001953125,0.037804948254770855,4.0
2021-11-01,17718.8923828125,0.046766343096720966,4.0
2021-12-01,17174.26944633152,0.048990616677432736,4.0
2022-01-01,17770.6224609375,0.04882548963517389,4.0
2022-02-01,17225.939990234376,0.08224279563618861,4.0
2022-03-01,16864.673874627977,0.05705377543978599,4.0
2022-04-01,17419.360711348683,0.05481253422257873,4.0
2022-05-01,16271.019112723214,0.06668282641641102,4.4
2022-06-01,15933.16366299716,0.04918083184127372,4.9
2022-07-01,16299.02134486607,0.03542831338948309,4.9
2022-08-01,17579.06494140625,0.04095494352893699,5.4
2022-09-01,17544.877308238636,0.0441955606407669,5.9
2022-10-01,17406.873663651317,0.040853167856125125,5.9
2022-11-01,18311.283296130954,0.027726806142238967,5.9
2022-12-01,18385.131924715908,0.03268427016633589,6.25
2023-01-01,17968.745070684523,0.03409517601713332,6.25
2023-02-01,17739.22236328125,0.028999955560946093,6.5
2023-03-01,17225.64295014881,0.038954497509401415,6.5
2023-04-01,17710.6796875,0.018969118655641198,6.5
2023-05-01,18307.054598721592,0.025327192281207934,6.5
2023-06-01,18726.771391369046,0.022684986739195032,6.5
2023-07-01,19586.00027901786,0.024761685283056747,6.5
2023-08-01,19438.286576704544,0.0202857384657313,6.5
2023-09-01,19786.0451171875,0.026391824913497695,6.5
2023-10-01,19481.66494140625,0.0319144839798237,6.5
2023-11-01,19602.84990234375,0.020658902628646298,6.5
2023-12-01,21165.9900390625,0.033359802952667765,6.5
2024-01-01,21634.75465029762,0.044777065820935054,6.5
2024-02-01,21947.27855282738,0.02614568666951597,6.5
2024-03-01,22176.6943359375,0.03471647507894611,6.5
2024-04-01,22443.4576171875,0.028716809053699412,6.5
2024-05-01,22484.43322172619,0.03131302025240822,6.5
2024-06-01,23364.044716282893,0.08606390876458504,6.5
2024-07-01,24495.15216619318,0.025050989012858203,6.5
2024-08-01,24613.073753720237,0.04187699331775341,6.5
2024-09-01,25470.090494791668,0.03344485540563232,6.5
2024-10-01,24781.670365767044,0.03249139706560276,6.5
2024-11-01,23969.847450657893,0.04765175000437299,6.5
2024-12-01,24231.01915922619,0.03160535139370913,6.5
2025-01-01,23366.395635190216,0.040413485040168964,6.5
2025-02-01,23060.9376953125,0.031174899995186793,6.25
2025-03-01,22851.536903782893,0.02967314180506553,6.25
2025-04-01,23531.66293174342,0.06322309772760928,6.0
2025-05-01,24676.440290178572,0.050949720400729905,6.0
2025-06-01,25003.39769345238,0.030086946775474573,5.5
2025-07-01,25164.891474184784,0.02024254949186881,5.5
2025-08-01,24698.10279605263,0.029332930697823358,5.5
2025-09-01,24942.67498224432,0.020595214617768847,5.5
2025-10-01,25494.083519345237,0.02264192839176043,5.5
2025-11-01,25894.83439555921,0.021924119028042702,5.5
2025-12-01,26056.9248046875,0.013837450329865329,5.25
